id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn
87188,15647259,Chukwubuikem,681,Germany,Female,52.0,6,133656.93,1,1.0,0.0,184317.74,1
9329,15673747,Maclean,707,Spain,Female,43.0,5,0.0,2,1.0,0.0,179540.73,0
101424,15697686,Pinto,751,France,Male,42.0,6,0.0,2,1.0,1.0,116141.72,0
116594,15732337,Lai,729,Spain,Female,46.0,9,0.0,1,1.0,0.0,154717.94,1
27645,15594898,Okwudilichukwu,705,Germany,Female,49.0,1,141786.78,1,1.0,1.0,180934.67,1
149129,15657535,K?,613,France,Male,36.0,4,0.0,2,1.0,1.0,143960.72,0
155672,15706609,Genovesi,753,France,Female,32.0,4,161806.85,1,1.0,1.0,136520.02,0
42422,15667934,Hs?,677,France,Female,30.0,2,0.0,2,0.0,0.0,71173.64,0
126432,15596088,O'Meara,476,Germany,Male,46.0,3,96814.46,1,0.0,0.0,120512.07,1
91053,15752588,Liao,686,France,Male,36.0,2,0.0,2,1.0,0.0,120790.02,0
127421,15599440,Kao,749,France,Female,28.0,9,0.0,2,0.0,1.0,53584.03,0
72843,15737690,Manna,706,Germany,Male,55.0,6,117035.65,1,1.0,1.0,117023.04,1
156343,15757829,Fanucci,576,Germany,Female,28.0,2,123086.39,2,1.0,1.0,41042.4,0
125138,15780650,Biryukov,706,France,Male,40.0,9,0.0,2,1.0,1.0,96670.2,0
26154,15593470,Pirozzi,607,Germany,Male,48.0,6,113599.74,1,1.0,1.0,163477.22,1
58888,15805764,Onwuatuegwu,555,Spain,Male,25.0,8,0.0,2,1.0,0.0,72757.33,0
18017,15744695,Iloerika,786,France,Male,38.0,8,0.0,2,1.0,0.0,64511.44,0
63943,15792722,Chukwudi,775,France,Male,36.0,4,146580.69,2,1.0,0.0,138882.98,0
125548,15804483,Eluemuno,712,France,Female,41.0,6,125396.24,2,1.0,0.0,43921.44,0
115255,15746199,Eluemuno,658,France,Female,33.0,8,0.0,2,1.0,1.0,143585.29,0
94016,15693817,Teng,589,Spain,Male,28.0,7,0.0,2,1.0,0.0,48382.4,0
98444,15718789,Mazzi,696,France,Male,32.0,4,0.0,2,1.0,1.0,163486.83,0
152573,15571873,H?,703,France,Male,38.0,10,142996.07,1,1.0,1.0,73334.88,0
16183,15662494,Hsing,579,Germany,Male,45.0,1,105599.67,1,0.0,0.0,127875.1,1
142092,15589195,Frolova,513,France,Male,26.0,7,0.0,1,1.0,1.0,152499.8,0
151061,15711386,Maclean,529,France,Female,44.0,5,0.0,2,0.0,0.0,141533.19,0
4466,15673591,T'ien,635,France,Male,41.0,5,0.0,1,1.0,1.0,180591.32,0
46986,15810878,Baker,537,Spain,Female,40.0,2,141786.78,1,1.0,1.0,147797.54,0
44361,15642821,Lucciano,636,Spain,Male,40.0,0,0.0,2,1.0,1.0,163746.09,0
17331,15602811,Milanesi,596,France,Female,31.0,2,0.0,2,0.0,1.0,173774.38,0
8147,15733261,McElhone,545,France,Male,37.0,2,127837.54,1,1.0,0.0,152697.15,0
48641,15672048,Chukwubuikem,667,Germany,Female,41.0,7,151955.65,1,1.0,0.0,90877.66,1
98387,15749951,Pirozzi,585,Spain,Female,34.0,7,0.0,2,0.0,1.0,147070.28,0
124537,15776631,Teng,543,Spain,Female,21.0,9,0.0,2,1.0,1.0,53437.1,0
803,15713250,French,502,France,Female,37.0,8,0.0,1,1.0,1.0,112771.95,1
25541,15731543,Ch'in,593,Germany,Female,43.0,2,113690.2,1,1.0,0.0,104889.2,1
114812,15616152,Biryukova,573,France,Male,36.0,1,160777.9,1,1.0,1.0,149536.15,0
52264,15812982,Francis,509,Spain,Male,38.0,2,0.0,1,1.0,0.0,168460.12,1
126628,15675410,Smith,790,France,Male,35.0,5,0.0,2,0.0,1.0,108891.4,0
34700,15808846,Ch'ang,754,Spain,Male,29.0,6,123401.58,1,0.0,0.0,93717.02,0
142628,15748481,Toscani,682,France,Female,46.0,9,0.0,2,1.0,1.0,88965.49,0
105967,15634974,Maclean,684,France,Male,35.0,7,0.0,2,1.0,0.0,167984.72,0
21325,15793723,Pinto,645,France,Male,34.0,7,99441.21,1,1.0,0.0,71567.33,0
124559,15674573,Lettiere,560,France,Male,32.0,3,0.0,2,1.0,0.0,162734.31,0
66438,15706199,Nnaemeka,717,France,Male,42.0,0,103903.6,1,1.0,0.0,86637.65,1
50044,15745307,Ulyanova,703,France,Male,37.0,8,108736.02,1,1.0,0.0,199484.42,0
140890,15609637,Nkemakolam,652,Spain,Male,51.0,2,0.0,1,1.0,1.0,53630.9,1
22652,15568469,Buckley,468,France,Male,43.0,0,0.0,1,1.0,1.0,27862.58,1
91460,15585388,Y?an,708,France,Male,37.0,7,136526.26,1,0.0,0.0,71159.84,0
65164,15766659,Chia,593,France,Male,40.0,4,81732.46,1,1.0,0.0,177528.04,1
92265,15607837,Nwankwo,562,France,Male,49.0,5,0.0,1,1.0,0.0,51919.04,1
17073,15691840,Ejimofor,554,France,Female,38.0,1,0.0,2,1.0,0.0,57553.62,0
19736,15673877,Murray,684,France,Male,44.0,8,0.0,3,0.0,0.0,171060.01,1
142287,15780056,Reid,660,Spain,Male,35.0,4,0.0,1,1.0,0.0,29664.45,1
132486,15791780,Yobachukwu,810,France,Male,54.0,1,0.0,2,1.0,1.0,52341.15,0
39900,15600912,Chukwuebuka,596,France,Male,38.0,6,124576.65,1,1.0,1.0,175043.69,0
96496,15713819,Nebechi,837,France,Male,26.0,4,89900.24,1,1.0,1.0,175477.03,0
23874,15582767,McLean,590,France,Male,22.0,3,112949.71,1,0.0,0.0,134878.54,0
110424,15743225,Chinwendu,757,France,Male,57.0,4,121151.03,1,1.0,0.0,69263.85,1
162771,15705009,Uwakwe,509,France,Male,38.0,3,0.0,2,1.0,0.0,125979.36,0
19362,15590820,Onyekachi,571,Spain,Male,49.0,1,0.0,2,1.0,1.0,122960.29,0
22775,15688071,Collins,609,Spain,Female,53.0,10,0.0,1,1.0,0.0,154642.91,1
4218,15697424,Ku,850,Spain,Female,38.0,2,0.0,2,1.0,0.0,119969.99,0
15050,15758031,Teng,717,France,Male,42.0,4,0.0,2,1.0,1.0,152298.14,0
112204,15602949,Scott,811,Germany,Male,29.0,3,116095.55,1,1.0,0.0,141768.02,1
150090,15598885,Kornilova,479,France,Female,34.0,8,0.0,1,0.0,1.0,126336.72,0
159784,15636330,Ts'ui,556,France,Male,38.0,5,0.0,1,1.0,1.0,102280.29,0
98694,15738191,Manna,713,Spain,Male,40.0,2,0.0,2,1.0,1.0,86764.41,0
147726,15676869,T'ien,844,Spain,Female,47.0,10,109003.26,1,1.0,0.0,79580.56,1
58064,15737998,Ch'eng,512,France,Male,19.0,7,0.0,2,1.0,0.0,93336.3,0
103218,15693764,Smith,584,Germany,Male,33.0,8,124450.58,1,0.0,1.0,177747.72,0
10325,15701605,Mazzanti,663,Germany,Female,37.0,6,129837.72,1,1.0,1.0,177025.79,1
73734,15603883,T'ao,731,Germany,Male,53.0,2,100538.6,2,1.0,0.0,129273.94,1
154585,15649060,Ch'ang,634,Germany,Female,59.0,9,125801.72,1,1.0,1.0,173486.83,1
101311,15756070,Greenwood,585,Spain,Female,36.0,4,0.0,2,0.0,1.0,101728.46,0
131049,15779904,Yobanna,567,France,Female,29.0,4,0.0,2,1.0,1.0,174825.57,0
117969,15696900,Hs?eh,587,France,Female,48.0,6,0.0,2,1.0,1.0,91947.73,0
159796,15768164,Chikelu,602,France,Male,36.0,7,133800.98,2,1.0,0.0,1401.2017,0
108180,15712303,De Mestre,662,Spain,Female,45.0,9,0.0,2,1.0,1.0,90877.76,0
40176,15778515,Manna,639,France,Male,38.0,5,0.0,2,0.0,0.0,78563.66,0
108295,15807728,Ferri,828,France,Female,45.0,0,0.0,2,0.0,1.0,190663.89,0
60591,15791668,Toscani,752,Germany,Female,28.0,2,130806.99,2,1.0,1.0,199992.48,0
86606,15580366,Okechukwu,566,Germany,Male,54.0,4,118614.6,2,1.0,1.0,172601.62,1
119780,15709478,P'an,611,Germany,Male,37.0,1,117524.72,2,0.0,0.0,161064.29,0
149772,15714227,Kelly,559,France,Female,53.0,7,0.0,1,1.0,1.0,136910.18,1
73046,15686594,Hsing,633,Germany,Male,42.0,5,127269.33,1,1.0,0.0,60901.65,1
83632,15706071,Hunt,528,Germany,Male,39.0,0,127631.62,1,0.0,1.0,22197.8,1
14710,15581237,Biryukov,573,Germany,Male,32.0,2,160777.9,1,1.0,1.0,149536.15,0
101445,15783865,T'ao,754,France,Female,34.0,5,0.0,2,1.0,0.0,147810.96,0
26338,15673372,Muir,743,Spain,Male,58.0,1,0.0,1,1.0,0.0,58907.08,1
116636,15599976,Bellasis,697,France,Female,49.0,1,0.0,1,1.0,0.0,132734.87,1
126328,15640059,Smith,606,France,Male,40.0,5,154953.94,1,1.0,1.0,70899.27,0
36239,15646936,Aitken,627,France,Female,55.0,2,0.0,1,1.0,0.0,100686.11,1
151442,15750264,D'Albertis,550,Spain,Male,59.0,8,156095.87,2,0.0,1.0,18092.66,1
114603,15798895,Onyemauchechukwu,677,Spain,Male,36.0,4,0.0,2,1.0,1.0,151645.96,0
60773,15626806,Obijiaku,738,France,Male,29.0,9,126473.99,1,1.0,0.0,143913.34,0
118539,15578838,Iadanza,624,France,Female,37.0,1,127559.99,1,1.0,1.0,145560.21,0
141163,15691808,Hsieh,473,France,Male,36.0,1,0.0,2,1.0,1.0,103931.49,0
151711,15581654,Long,582,France,Male,28.0,7,0.0,2,1.0,0.0,37731.95,0
6307,15636396,Hsiung,714,France,Male,35.0,6,104016.54,1,1.0,1.0,136028.24,0
145663,15723649,T'ang,638,France,Male,37.0,3,119492.05,1,1.0,1.0,94926.3,0
5387,15593973,Fuller,735,Germany,Female,42.0,2,151027.56,3,0.0,0.0,170320.58,1
13256,15777784,Chinwendu,726,Germany,Male,47.0,5,113034.22,1,1.0,1.0,4989.33,1
81046,15790810,Tuan,711,France,Female,36.0,3,0.0,2,1.0,0.0,78700.02,0
79578,15606901,Tuan,581,France,Female,41.0,8,152462.79,1,0.0,1.0,106837.06,0
147450,15744517,Chialuka,695,Spain,Male,41.0,3,0.0,2,0.0,1.0,197226.32,0
49133,15686977,Mazzanti,713,France,Male,49.0,9,0.0,2,0.0,1.0,82820.9,0
9021,15783883,Quinn,771,Germany,Female,41.0,2,121240.76,1,0.0,1.0,92914.67,1
65426,15597956,Ndubuisi,721,France,Female,44.0,5,121418.62,2,0.0,1.0,136741.68,0
15284,15648775,Lucciano,624,Germany,Male,32.0,5,83348.43,2,1.0,1.0,119924.8,0
91428,15575748,Pisani,609,Spain,Male,25.0,3,0.0,1,1.0,1.0,161478.01,0
58770,15750778,Trevisano,686,France,Male,36.0,2,88827.09,2,1.0,1.0,92347.02,0
23501,15598884,T'ien,592,France,Male,42.0,5,0.0,2,0.0,0.0,52337.97,0
115952,15764604,Cooper,710,France,Female,25.0,5,0.0,2,1.0,1.0,170008.74,0
93005,15640243,Martin,756,Germany,Female,30.0,3,116968.58,2,0.0,1.0,147556.87,0
8581,15743478,Zito,534,Germany,Male,28.0,8,127320.36,2,1.0,1.0,47775.34,0
77763,15682355,Chukwudi,652,Germany,Female,43.0,1,120825.7,1,1.0,0.0,148564.76,1
105249,15593501,Macdonald,653,Spain,Female,35.0,8,0.0,1,1.0,0.0,199992.48,1
113075,15802368,Hsiung,599,Germany,Female,41.0,0,154872.08,2,0.0,1.0,124415.4,0
73262,15754849,Pirozzi,725,France,Male,27.0,8,0.0,1,1.0,1.0,160548.12,0
130865,15607598,Hsieh,620,France,Male,32.0,0,0.0,2,1.0,0.0,119425.94,0
77461,15606076,Ch'ien,718,Germany,Male,63.0,7,123204.88,1,1.0,1.0,100538.8,1
42555,15586479,Jamieson,496,France,Male,39.0,4,141223.68,2,1.0,0.0,80591.18,0
59850,15791877,P'eng,768,France,Male,35.0,2,160980.03,1,1.0,1.0,69381.05,0
41071,15761733,King,650,France,Male,42.0,8,0.0,2,1.0,0.0,152944.39,0
40689,15628893,T'ien,745,Spain,Male,45.0,6,0.0,2,1.0,1.0,133697.57,0
65034,15700476,Chukwudi,697,Germany,Female,50.0,2,118991.79,2,1.0,0.0,57553.02,1
5747,15636089,Hs?,526,Germany,Female,51.0,3,145751.03,2,0.0,0.0,109718.44,1
95199,15756071,Uspensky,611,Germany,Female,30.0,1,115920.92,2,0.0,0.0,74870.13,0
142592,15716085,Robertson,785,Spain,Male,44.0,2,0.0,2,1.0,0.0,2746.41,0
105460,15672955,Tsou,605,France,Female,29.0,3,0.0,1,1.0,1.0,123880.19,0
95881,15682489,Talbot,683,France,Male,37.0,10,0.0,2,1.0,1.0,99692.65,0
72637,15652626,Ts'ai,679,Spain,Male,44.0,10,0.0,1,1.0,0.0,159893.4,1
141675,15768887,Hargreaves,596,Spain,Male,35.0,2,0.0,2,1.0,1.0,143598.7,0
56840,15797949,Obiajulu,637,France,Female,51.0,4,0.0,1,1.0,1.0,179235.37,1
60674,15648735,Smith,729,France,Male,41.0,9,0.0,2,1.0,1.0,28707.66,0
69850,15743076,Smith,685,France,Male,38.0,5,0.0,2,1.0,1.0,181221.09,0
130590,15782210,K'ung,714,France,Male,29.0,6,0.0,1,1.0,0.0,152167.79,0
112817,15567855,Chukwufumnanya,735,France,Male,29.0,1,0.0,2,0.0,0.0,39382.06,0
1260,15757797,Hsu,693,France,Female,39.0,1,0.0,2,1.0,1.0,159892.84,0
105109,15652693,T'ien,615,France,Male,32.0,5,0.0,1,1.0,1.0,155786.39,0
22207,15761286,Fanucci,850,Spain,Female,32.0,5,121898.58,1,1.0,0.0,6865.41,1
147667,15686538,Nixon,744,France,Female,41.0,8,0.0,2,0.0,0.0,176780.39,0
132277,15628203,Hsueh,675,France,Female,42.0,1,0.0,1,0.0,0.0,145553.36,1
29570,15753362,Lombardi,729,France,Male,38.0,7,144553.7,1,1.0,1.0,113557.9,0
100850,15783093,Yevseyev,696,France,Male,33.0,2,0.0,2,1.0,1.0,75732.25,0
60394,15634564,Wolfe,593,Spain,Male,31.0,8,112713.34,1,1.0,1.0,176868.89,0
62714,15650313,Nwankwo,691,France,Male,35.0,4,185966.69,1,1.0,0.0,96864.41,0
73283,15771580,Babbage,655,Germany,Female,38.0,6,149995.71,1,0.0,0.0,73881.68,1
130989,15641733,Niu,850,France,Male,33.0,5,0.0,2,1.0,1.0,134498.58,0
20435,15745354,Sun,716,France,Female,37.0,7,0.0,2,0.0,1.0,65464.66,0
2551,15671383,Onyemauchechukwu,595,France,Male,31.0,5,118307.28,1,1.0,0.0,136675.92,0
142471,15790322,Kwemtochukwu,747,France,Male,25.0,3,0.0,2,0.0,1.0,173948.4,0
74036,15603565,Mackenzie,603,Spain,Female,56.0,5,90778.76,2,1.0,0.0,162223.67,1
23824,15615016,Ch'ien,538,France,Female,33.0,10,0.0,2,1.0,0.0,8991.75,0
55005,15751180,Liao,681,Spain,Female,24.0,9,0.0,2,1.0,0.0,120138.68,0
126487,15681476,Sabbatini,665,France,Male,38.0,1,0.0,2,1.0,0.0,52796.31,0
64653,15582591,Nwabugwu,607,France,Female,41.0,10,0.0,1,0.0,1.0,109895.16,1
71920,15696098,Oluchukwu,599,France,Female,40.0,8,0.0,1,1.0,0.0,167553.06,1
16676,15644849,Ch'ang,711,Germany,Male,37.0,7,104783.82,1,1.0,1.0,90983.68,0
4102,15765266,Fitts,744,France,Male,34.0,0,139290.41,1,0.0,0.0,169921.11,0
26733,15723220,Okechukwu,755,France,Female,35.0,2,0.0,2,1.0,0.0,24495.12,0
38106,15676835,Yuriev,749,France,Female,38.0,5,0.0,2,0.0,1.0,165574.54,0
99653,15702175,Herrin,755,France,Female,29.0,2,148654.84,2,1.0,1.0,28805.09,0
71620,15625695,H?,704,France,Male,47.0,9,0.0,2,1.0,1.0,182784.81,0
140898,15587586,Nwankwo,614,France,Female,37.0,2,0.0,1,1.0,1.0,135083.73,0
9462,15706761,T'ang,683,France,Male,34.0,6,107552.83,1,1.0,1.0,105760.01,0
2784,15673020,Sung,711,Spain,Male,49.0,7,0.0,2,1.0,1.0,6203.66,0
48414,15727619,Lock,717,France,Female,44.0,8,0.0,1,1.0,1.0,92320.37,1
108680,15731569,Toscani,807,Spain,Male,43.0,1,0.0,2,1.0,1.0,676.84,0
13082,15718216,Ts'ui,719,Spain,Male,39.0,7,0.0,2,1.0,1.0,88481.69,0
2538,15582910,Turnbull,514,France,Male,38.0,1,112230.38,1,1.0,0.0,16717.11,0
161736,15712777,Liao,638,Germany,Female,36.0,3,80615.46,1,1.0,1.0,86306.75,1
152989,15696852,Hsu,717,France,Female,32.0,9,192122.84,1,1.0,1.0,54277.45,0
117913,15598614,Lucchesi,790,France,Male,27.0,5,0.0,2,1.0,0.0,168152.76,0
91786,15618647,Kornilova,744,Germany,Female,29.0,1,89111.63,1,0.0,0.0,119327.75,1
56090,15720702,Onyekaozulu,662,France,Female,41.0,8,0.0,2,1.0,1.0,94977.3,0
96170,15769169,Hsia,597,Spain,Male,41.0,7,131762.94,1,1.0,1.0,163736.09,0
94505,15789014,Scott,600,France,Male,26.0,6,108909.12,1,1.0,1.0,82547.01,0
29796,15694854,Chiang,687,Germany,Female,31.0,2,136855.13,2,1.0,1.0,735.24,0
83894,15656176,Jenkins,501,France,Female,41.0,10,0.0,1,1.0,0.0,47847.19,1
9664,15718789,Ni,607,Germany,Male,37.0,5,87070.23,2,0.0,0.0,155818.71,0
18191,15792627,Yefremova,773,Germany,Female,29.0,0,132193.94,1,1.0,1.0,73669.94,1
163245,15804150,Brown,564,France,Female,34.0,3,0.0,2,1.0,1.0,158816.03,0
10024,15732270,Kao,506,France,Male,25.0,10,146011.4,1,1.0,0.0,50249.16,0
10516,15576723,Ts'ai,736,France,Female,37.0,7,0.0,2,0.0,1.0,194270.91,0
150139,15585066,Folliero,681,France,Male,40.0,5,0.0,2,1.0,0.0,52341.15,0
15347,15626143,Okwuoma,575,Germany,Female,32.0,4,130806.99,1,1.0,1.0,88815.25,1
19916,15600992,Uspenskaya,627,Germany,Male,43.0,2,109663.56,2,1.0,1.0,155053.08,0
88402,15592976,Ts'ai,850,Spain,Female,57.0,0,0.0,2,1.0,1.0,183542.12,0
54166,15642022,Zito,621,Spain,Male,34.0,8,0.0,2,1.0,0.0,47972.65,0
142039,15793881,Chiu,669,France,Male,41.0,3,127160.78,2,1.0,0.0,69384.45,0
29798,15752801,Chu,628,Germany,Female,42.0,3,97440.59,2,1.0,1.0,122268.97,0
132738,15775116,Anderson,707,France,Female,41.0,7,0.0,2,1.0,0.0,197548.63,0
94886,15679909,Onyekachukwu,556,Spain,Female,60.0,0,0.0,1,1.0,0.0,103099.22,1
21631,15571529,Ts'ao,584,France,Female,48.0,4,0.0,1,1.0,0.0,71709.12,1
14693,15787042,Yobanna,726,France,Male,32.0,7,0.0,2,1.0,1.0,152290.61,0
136336,15667971,Calabresi,597,France,Female,56.0,0,96651.03,1,1.0,0.0,151460.82,1
21787,15728709,Shih,484,Germany,Male,40.0,7,106901.42,2,0.0,1.0,118045.98,0
132976,15645269,Chukwudi,756,France,Female,36.0,9,0.0,2,1.0,1.0,7861.68,0
83215,15709643,Trevisano,644,Germany,Male,34.0,8,137715.76,1,0.0,0.0,177729.06,1
31655,15768120,West,674,Germany,Male,30.0,9,127414.55,3,0.0,1.0,172749.4,1
87365,15789865,Nnaife,698,France,Female,28.0,2,71902.52,1,0.0,1.0,190208.23,0
24776,15629187,Kuo,615,Germany,Female,41.0,4,59360.77,1,1.0,0.0,191448.96,1
70509,15709016,North,687,Germany,Male,47.0,1,91219.29,2,0.0,0.0,158845.49,1
125087,15591715,Kornilova,649,France,Male,40.0,4,99883.16,1,1.0,0.0,132466.69,0
57103,15662494,Yevseyev,673,France,Male,28.0,5,0.0,2,1.0,1.0,123882.73,0
128070,15756668,Hill,668,Germany,Female,39.0,1,87779.83,1,1.0,0.0,43134.58,1
96088,15643574,Nnanna,584,Spain,Male,36.0,1,118994.84,1,1.0,0.0,181203.6,0
18148,15803832,Chukwujamuike,554,Germany,Male,31.0,9,134564.8,1,1.0,1.0,172865.93,0
44209,15761717,Ch'ien,720,France,Male,41.0,8,51962.91,2,0.0,1.0,45507.24,0
31085,15729238,White,707,France,Female,40.0,6,0.0,2,1.0,0.0,93624.55,0
75509,15628155,Dike,603,Germany,Male,35.0,5,45408.85,2,1.0,1.0,41055.71,0
118630,15738605,Fomin,507,France,Female,34.0,6,0.0,2,0.0,1.0,151325.24,0
92549,15668669,Yip,642,France,Female,36.0,2,0.0,2,1.0,0.0,182728.8,0
77802,15689031,Ritchie,775,Spain,Female,40.0,2,160829.92,1,1.0,0.0,88827.67,1
52569,15668818,Lo Duca,581,Spain,Female,34.0,3,129748.54,2,1.0,0.0,167553.06,0
37780,15589195,Bluett,579,Germany,Female,38.0,3,130933.74,2,1.0,1.0,2035.94,0
60247,15583548,Cremonesi,693,France,Female,33.0,10,0.0,2,1.0,1.0,101168.9,0
104083,15636700,Marsh,528,Spain,Male,39.0,9,140236.98,1,1.0,1.0,146651.99,0
15878,15764444,Onyemere,709,France,Male,41.0,3,151027.57,1,0.0,0.0,62722.52,0
59530,15663827,Lucchese,632,France,Female,32.0,4,0.0,1,1.0,0.0,114513.66,1
78312,15571752,Dickson,554,Germany,Male,35.0,10,96399.31,1,0.0,1.0,48879.67,0
70708,15698084,Hargreaves,693,Germany,Male,43.0,0,126413.94,1,1.0,0.0,77866.33,1
125827,15782758,Ozerova,632,France,Male,40.0,5,147650.68,1,0.0,0.0,199674.83,0
54485,15636407,P'eng,663,France,Male,34.0,6,0.0,1,0.0,0.0,166692.82,1
161555,15731148,Fanucci,607,Germany,Male,23.0,2,122453.97,2,1.0,0.0,129964.6,0
83976,15715297,Yuan,795,France,Female,44.0,5,0.0,2,0.0,0.0,86414.41,0
147704,15667932,Yobachukwu,516,Germany,Male,32.0,7,139837.65,1,1.0,0.0,163825.27,1
98343,15792453,Hsiung,685,France,Male,38.0,5,0.0,2,1.0,1.0,95007.8,0
78759,15807909,Rubensohn,614,France,Male,41.0,9,0.0,2,1.0,1.0,113163.17,0
81794,15757837,Zetticci,634,France,Male,33.0,3,121365.39,1,1.0,0.0,91347.76,0
40826,15692583,McGregor,658,Spain,Female,38.0,9,0.0,2,0.0,0.0,59981.62,0
26727,15725586,Nnamdi,599,France,Male,39.0,3,0.0,2,1.0,1.0,178585.19,0
7397,15809309,Wright,540,Spain,Male,34.0,9,151732.57,1,1.0,1.0,75664.57,0
146317,15598838,Greco,659,Germany,Female,57.0,1,151105.68,1,1.0,1.0,140934.57,1
46861,15692317,Robinson,523,Germany,Male,30.0,9,116227.27,2,1.0,1.0,119404.63,0
139684,15601383,Mazzi,703,France,Male,32.0,7,0.0,2,1.0,1.0,167878.82,0
65636,15620372,Ch'eng,607,Spain,Female,40.0,6,137998.2,1,1.0,0.0,183717.94,1
150104,15815236,Bull,709,France,Female,34.0,3,0.0,2,0.0,1.0,47318.75,0
144438,15666983,Galkina,615,France,Female,25.0,1,0.0,2,1.0,0.0,172587.23,0
128289,15748647,Trevisani,669,France,Male,29.0,1,0.0,2,1.0,0.0,161465.02,0
130269,15651057,Hughes,633,Germany,Male,47.0,1,154584.69,1,1.0,0.0,125022.93,1
124283,15692599,Trevisani,582,Germany,Male,40.0,7,137963.8,2,1.0,0.0,61843.73,0
26664,15705034,Nkemjika,742,Spain,Female,29.0,7,133599.48,1,1.0,0.0,84872.66,0
59340,15746564,P'eng,706,France,Male,29.0,9,101070.69,2,1.0,1.0,120801.65,0
142847,15691871,Dickson,692,France,Female,36.0,4,0.0,2,0.0,1.0,138877.25,0
154199,15657540,Cremonesi,757,France,Male,50.0,2,151215.34,2,1.0,0.0,169804.4,1
24817,15684921,Onwuemelie,592,France,Male,44.0,3,0.0,1,1.0,1.0,170634.49,1
142452,15751553,Fanucci,594,France,Male,32.0,5,0.0,2,1.0,1.0,2498.67,0
163492,15689152,Yobanna,646,France,Male,35.0,7,94504.35,2,1.0,1.0,157097.09,0
135581,15764405,Williams,731,France,Male,29.0,10,0.0,3,1.0,1.0,162452.65,1
37363,15595588,Mancini,648,Spain,Male,37.0,6,0.0,1,1.0,1.0,57794.53,0
133264,15780961,Ozerova,708,Germany,Male,44.0,9,114959.12,2,0.0,0.0,73371.65,1
84327,15700174,Milano,648,Germany,Female,51.0,5,140133.36,1,1.0,1.0,152790.53,1
32482,15756901,Fan,850,France,Female,62.0,9,0.0,2,1.0,0.0,132498.39,1
132889,15636069,Shih,694,France,Male,33.0,8,0.0,2,1.0,1.0,60920.03,0
99401,15795537,Macfarlan,516,France,Female,32.0,9,0.0,1,1.0,1.0,1375.41,0
125425,15584090,Nwora,731,France,Male,32.0,9,156848.58,1,1.0,1.0,142377.69,0
128640,15630910,Trevisani,800,Germany,Female,49.0,7,108007.36,1,0.0,0.0,47125.11,1
37992,15759874,Chamberlain,633,Germany,Female,26.0,6,148363.38,2,1.0,0.0,111879.21,0
85855,15707681,Lucciano,638,Germany,Female,50.0,1,108806.96,3,1.0,0.0,83949.68,1
40601,15664808,Hs?,651,France,Male,30.0,7,0.0,2,1.0,1.0,75860.97,0
115660,15593594,Shih,745,France,Male,44.0,7,89745.1,1,1.0,1.0,54474.81,0
133523,15686917,Iweobiegbunam,645,Germany,Male,37.0,10,148745.92,2,1.0,0.0,138380.12,0
109002,15789313,Ugorji,595,France,Female,43.0,2,96553.52,1,1.0,1.0,143952.24,1
16012,15769917,Ritchie,786,Germany,Female,29.0,6,137275.36,1,1.0,1.0,132905.89,0
106653,15653937,Mazzi,619,France,Male,40.0,5,0.0,1,1.0,0.0,173793.59,1
81373,15735719,Babbage,790,Spain,Female,40.0,9,0.0,1,1.0,1.0,70607.1,0
9965,15709861,He,766,Germany,Male,30.0,4,127786.28,1,1.0,1.0,28879.3,0
118206,15690589,Udinesi,541,France,Male,37.0,1,212314.03,1,0.0,1.0,148814.54,0
35666,15654211,Milani,599,France,Male,32.0,1,0.0,2,1.0,0.0,1050.33,0
122754,15664521,Shaw,699,France,Male,31.0,4,0.0,2,1.0,0.0,152876.13,0
41101,15593674,Ritchie,744,France,Male,44.0,2,0.0,2,0.0,0.0,124491.08,0
159659,15771483,Arnold,609,France,Male,34.0,6,0.0,2,1.0,1.0,97416.34,0
96323,15659092,Hsia,526,France,Male,47.0,5,137740.09,2,0.0,0.0,194998.34,1
37506,15704769,Chiazagomekpere,613,Germany,Male,32.0,8,129732.4,2,1.0,0.0,91763.89,0
156972,15749345,Simpson,762,France,Female,37.0,1,0.0,2,1.0,0.0,194783.12,0
63313,15794323,Hs?eh,691,France,Male,37.0,6,0.0,1,0.0,1.0,183492.9,0
124207,15741921,Moon,622,Germany,Female,28.0,8,129974.79,2,1.0,1.0,124964.82,0
88554,15570134,Hsueh,722,France,Female,50.0,0,0.0,1,1.0,0.0,111687.57,1
138132,15777051,Chukwualuka,655,France,Female,61.0,9,127733.5,1,1.0,1.0,96734.45,1
125211,15762729,Bowman,639,Germany,Female,33.0,9,115335.32,1,1.0,1.0,53130.41,1
28198,15791274,T'ien,591,Germany,Female,39.0,7,102714.2,2,1.0,0.0,83700.32,1
33323,15728505,Ts'ao,682,France,Male,35.0,9,100486.18,2,1.0,1.0,62678.53,0
122931,15654519,Nnaife,779,Spain,Male,29.0,8,0.0,2,1.0,0.0,101319.76,0
107934,15589195,Fanucci,615,Germany,Female,28.0,3,130933.74,2,1.0,0.0,2035.94,1
146631,15787830,Bailey,452,Spain,Male,33.0,3,153663.27,2,1.0,0.0,111868.23,0
132169,15667932,Black,628,France,Female,29.0,6,0.0,2,0.0,0.0,159830.58,0
